data;

param n := 50;

param p := 20;

param m := 5;

param alpha := 9.894468307495117;

param r := 
	0	2
	1	3
	2	0
	3	4
	4	2
	5	1
	6	2
	7	3
	8	4
	9	4
	10	1
	11	3
	12	1
	13	2
	14	0
	15	1
	16	2
	17	2
	18	3
	19	3
	20	3
	21	4
	22	3
	23	0
	24	1
	25	4
	26	0
	27	2
	28	3
	29	4
	30	1
	31	4
	32	3
	33	1
	34	0
	35	0
	36	0
	37	0
	38	1
	39	0
	40	2
	41	2
	42	4
	43	4
	44	2
	45	3
	46	2
	47	4
	48	4
	49	4
;

param d := 
	0	3
	1	3
	2	1
	3	4
	4	4
	5	1
	6	3
	7	3
	8	4
	9	4
	10	4
	11	4
	12	3
	13	4
	14	2
	15	4
	16	2
	17	4
	18	3
	19	3
	20	4
	21	4
	22	3
	23	4
	24	2
	25	4
	26	0
	27	3
	28	4
	29	4
	30	4
	31	4
	32	3
	33	1
	34	1
	35	2
	36	2
	37	0
	38	4
	39	3
	40	4
	41	3
	42	4
	43	4
	44	2
	45	3
	46	3
	47	4
	48	4
	49	4
;

param c := 
	0	0	0.0
	0	1	106.52699
	0	2	67.80118
	0	3	39.623226
	0	4	44.598206
	0	5	63.134777
	0	6	67.74216
	0	7	70.035706
	0	8	67.357254
	0	9	59.135437
	0	10	78.434685
	0	11	106.83164
	0	12	72.56032
	0	13	68.622154
	0	14	28.01785
	0	15	94.00532
	0	16	100.80675
	0	17	92.00543
	0	18	88.23265
	0	19	68.0
	0	20	46.173584
	0	21	106.30146
	0	22	81.5414
	0	23	86.88498
	0	24	111.86599
	0	25	72.835434
	0	26	85.09406
	0	27	2.236068
	0	28	92.91394
	0	29	52.0
	0	30	105.89146
	0	31	12.806249
	0	32	86.313385
	0	33	104.27847
	0	34	67.74216
	0	35	31.780497
	0	36	26.172504
	0	37	88.52683
	0	38	71.84706
	0	39	64.84597
	0	40	56.859474
	0	41	99.764725
	0	42	36.359318
	0	43	103.773796
	0	44	21.400934
	0	45	81.21576
	0	46	50.537113
	0	47	50.159744
	0	48	81.437096
	0	49	90.80198
	1	0	106.52699
	1	1	0.0
	1	2	38.8973
	1	3	67.424034
	1	4	66.4003
	1	5	45.80393
	1	6	59.908264
	1	7	36.891735
	1	8	50.32892
	1	9	64.132675
	1	10	56.32051
	1	11	7.81025
	1	12	59.841457
	1	13	38.27532
	1	14	90.33826
	1	15	68.06615
	1	16	51.86521
	1	17	67.74216
	1	18	19.723083
	1	19	50.635956
	1	20	72.11102
	1	21	2.828427
	1	22	50.48762
	1	23	50.08992
	1	24	7.071068
	1	25	34.88553
	1	26	39.051247
	1	27	104.48445
	1	28	16.763054
	1	29	74.323616
	1	30	20.518284
	1	31	93.723
	1	32	29.427877
	1	33	47.434166
	1	34	59.908264
	1	35	83.630135
	1	36	85.79627
	1	37	23.086792
	1	38	71.063354
	1	39	60.40695
	1	40	61.13101
	1	41	14.866069
	1	42	70.724815
	1	43	14.3178215
	1	44	85.146935
	1	45	25.455845
	1	46	58.258045
	1	47	60.0
	1	48	48.373547
	1	49	29.0
	2	0	67.80118
	2	1	38.8973
	2	2	0.0
	2	3	29.546574
	2	4	28.635643
	2	5	10.049875
	2	6	33.61547
	2	7	7.615773
	2	8	22.36068
	2	9	38.078865
	2	10	43.27817
	2	11	39.115215
	2	12	36.71512
	2	13	7.2111025
	2	14	54.571056
	2	15	56.568542
	2	16	50.08992
	2	17	55.17246
	2	18	20.59126
	2	19	29.068884
	2	20	40.112343
	2	21	38.948685
	2	22	40.496914
	2	23	38.600517
	2	24	44.687805
	2	25	11.401754
	2	26	28.635643
	2	27	65.802734
	2	28	25.495098
	2	29	41.04875
	2	30	43.011627
	2	31	55.0
	2	32	23.086792
	2	33	55.108982
	2	34	33.61547
	2	35	48.052055
	2	36	47.201694
	2	37	25.495098
	2	38	52.43091
	2	39	37.735924
	2	40	32.89377
	2	41	34.928497
	2	42	31.827662
	2	43	36.769554
	2	44	46.400433
	2	45	13.453624
	2	46	20.12461
	2	47	22.472204
	2	48	38.587563
	2	49	28.071337
	3	0	39.623226
	3	1	67.424034
	3	2	29.546574
	3	3	0.0
	3	4	20.518284
	3	5	28.071337
	3	6	44.28318
	3	7	30.610456
	3	8	37.85499
	3	9	28.160255
	3	10	45.01111
	3	11	68.47627
	3	12	49.24429
	3	13	29.206163
	3	14	26.019224
	3	15	72.615425
	3	16	72.691124
	3	17	70.77429
	3	18	50.08992
	3	19	31.400637
	3	20	19.849434
	3	21	67.00746
	3	22	46.270943
	3	23	59.03389
	3	24	72.47068
	3	25	33.24154
	3	26	53.0
	3	27	37.48333
	3	28	55.03635
