data;

param n := 200;

param p := 5;

param m := 2;

param alpha := 10.676712036132812;

param r := 
	0	0
	1	1
	2	0
	3	0
	4	1
	5	0
	6	1
	7	1
	8	1
	9	1
	10	1
	11	1
	12	0
	13	1
	14	0
	15	0
	16	1
	17	0
	18	1
	19	0
	20	1
	21	1
	22	0
	23	1
	24	0
	25	1
	26	0
	27	0
	28	0
	29	1
	30	0
	31	0
	32	1
	33	0
	34	0
	35	0
	36	0
	37	0
	38	1
	39	1
	40	1
	41	1
	42	1
	43	1
	44	1
	45	1
	46	0
	47	1
	48	0
	49	1
	50	0
	51	1
	52	0
	53	0
	54	1
	55	0
	56	0
	57	0
	58	1
	59	0
	60	0
	61	1
	62	1
	63	0
	64	1
	65	0
	66	1
	67	0
	68	0
	69	0
	70	0
	71	0
	72	1
	73	1
	74	0
	75	0
	76	1
	77	0
	78	0
	79	1
	80	1
	81	0
	82	0
	83	0
	84	0
	85	0
	86	0
	87	1
	88	0
	89	1
	90	1
	91	0
	92	1
	93	0
	94	0
	95	0
	96	0
	97	0
	98	1
	99	1
	100	0
	101	1
	102	1
	103	0
	104	0
	105	0
	106	1
	107	0
	108	0
	109	1
	110	1
	111	0
	112	1
	113	1
	114	0
	115	0
	116	1
	117	1
	118	0
	119	0
	120	1
	121	0
	122	0
	123	1
	124	1
	125	0
	126	0
	127	0
	128	0
	129	0
	130	0
	131	1
	132	1
	133	0
	134	0
	135	0
	136	1
	137	1
	138	1
	139	0
	140	0
	141	1
	142	1
	143	0
	144	1
	145	0
	146	0
	147	1
	148	1
	149	1
	150	0
	151	0
	152	1
	153	1
	154	0
	155	0
	156	0
	157	1
	158	1
	159	0
	160	1
	161	0
	162	0
	163	0
	164	1
	165	0
	166	0
	167	1
	168	0
	169	1
	170	0
	171	0
	172	0
	173	0
	174	1
	175	0
	176	0
	177	1
	178	0
	179	1
	180	1
	181	0
	182	1
	183	1
	184	0
	185	1
	186	0
	187	0
	188	1
	189	1
	190	1
	191	0
	192	1
	193	1
	194	0
	195	1
	196	1
	197	1
	198	0
	199	0
;

param d := 
	0	0
	1	1
	2	0
	3	0
	4	1
	5	1
	6	1
	7	1
	8	1
	9	1
	10	1
	11	1
	12	1
	13	1
	14	1
	15	1
	16	1
	17	0
	18	1
	19	1
	20	1
	21	1
	22	1
	23	1
	24	0
	25	1
	26	0
	27	0
	28	1
	29	1
	30	1
	31	1
	32	1
	33	0
	34	0
	35	0
	36	1
	37	1
	38	1
	39	1
	40	1
	41	1
	42	1
	43	1
	44	1
	45	1
	46	1
	47	1
	48	1
	49	1
	50	1
	51	1
	52	0
	53	1
	54	1
	55	0
	56	1
	57	0
	58	1
	59	1
	60	1
	61	1
	62	1
	63	0
	64	1
	65	0
	66	1
	67	0
	68	1
	69	0
	70	1
	71	1
	72	1
	73	1
	74	1
	75	1
	76	1
	77	1
	78	1
	79	1
	80	1
	81	0
	82	1
	83	1
	84	1
	85	0
	86	1
	87	1
	88	1
	89	1
	90	1
	91	0
	92	1
	93	1
	94	0
	95	1
	96	0
	97	0
	98	1
	99	1
	100	0
	101	1
	102	1
	103	1
	104	1
	105	0
	106	1
	107	1
	108	0
	109	1
	110	1
	111	1
	112	1
	113	1
	114	1
	115	0
	116	1
	117	1
	118	1
	119	1
	120	1
	121	0
	122	0
	123	1
	124	1
	125	1
	126	1
	127	0
	128	1
	129	0
	130	1
	131	1
	132	1
	133	0
	134	1
	135	1
	136	1
	137	1
	138	1
	139	0
	140	0
	141	1
	142	1
	143	1
	144	1
	145	1
	146	0
	147	1
	148	1
	149	1
	150	1
	151	0
	152	1
	153	1
	154	0
	155	1
	156	0
	157	1
	158	1
	159	0
	160	1
	161	0
	162	1
	163	1
	164	1
	165	1
	166	0
	167	1
	168	1
	169	1
	170	1
	171	0
	172	1
	173	0
	174	1
	175	0
	176	1
	177	1
	178	1
	179	1
	180	1
	181	1
	182	1
	183	1
	184	0
	185	1
	186	1
	187	1
	188	1
	189	1
	190	1
	191	0
	192	1
	193	1
	194	1
	195	1
	196	1
	197	1
	198	0
	199	0
;

param c := 
	0	0	0.0
	0	1	38.209946
	0	2	59.20304
	0	3	22.472204
	0	4	22.135944
	0	5	37.576588
	0	6	12.529964
	0	7	33.61547
	0	8	45.276924
	0	9	41.01219
	0	10	36.687874
	0	11	62.681736
	0	12	71.44928
	0	13	65.192024
	0	14	66.730804
	0	15	16.155495
	0	16	43.965897
	0	17	34.132095
	0	18	48.373547
	0	19	79.12016
	0	20	57.706154
	0	21	32.202484
	0	22	56.22277
	0	23	25.70992
	0	24	56.0357
	0	25	77.781746
	0	26	58.258045
	0	27	31.622776
	0	28	74.46476
	0	29	63.505905
	0	30	90.27181
	0	31	73.87828
	0	32	57.706154
	0	33	25.495098
	0	34	18.788294
	0	35	41.59327
	0	36	39.824615
	0	37	68.96376
	0	38	34.4093
	0	39	13.601471
	0	40	26.925823
	0	41	78.08969
	0	42	44.011364
	0	43	73.82411
	0	44	21.84033
	0	45	67.11929
	0	46	8.062258
	0	47	20.615528
	0	48	81.154175
	0	49	57.939625
	0	50	22.803509
	0	51	75.10659
	0	52	73.34848
	0	53	81.608826
	0	54	72.780495
	0	55	34.928497
	0	56	31.780497
	0	57	57.697487
	0	58	46.389652
	0	59	38.013157
	0	60	46.09772
	0	61	62.169125
	0	62	73.109505
	0	63	30.594116
	0	64	42.047592
	0	65	60.728905
	0	66	72.249565
	0	67	59.841457
	0	68	82.02438
	0	69	43.27817
	0	70	89.04493
	0	71	41.617306
	0	72	38.8973
	0	73	29.732138
	0	74	52.810986
	0	75	16.124516
	0	76	35.35534
	0	77	35.846897
	0	78	51.971146
	0	79	28.01785
	0	80	77.781746
	0	81	67.74216
	0	82	21.213203
	0	83	47.010635
	0	84	30.016663
	0	85	51.62364
	0	86	22.803509
	0	87	55.713554
	0	88	19.416489
	0	89	76.05919
	0	90	69.289246
	0	91	18.027756
	0	92	52.201534
	0	93	9.0
	0	94	50.24938
	0	95	58.30952
	0	96	51.86521
	0	97	36.359318
	0	98	17.888544
	0	99	51.224995
	0	100	6.4031243
	0	101	79.51101
	0	102	33.01515
	0	103	39.0
	0	104	92.800865
	0	105	30.232433
	0	106	41.01219
	0	107	17.262676
	0	108	76.27582
	0	109	5.8309517
	0	110	39.293766
	0	111	15.033297
	0	112	22.0
	0	113	29.017237
	0	114	34.785053
	0	115	25.632011
	0	116	60.207973
	0	117	25.632011
	0	118	19.104973
	0	119	87.23531
	0	120	78.74643
	0	121	39.115215
	0	122	67.11929
	0	123	45.79301
	0	124	72.235725
	0	125	44.407207
	0	126	77.10383
	0	127	56.85068
	0	128	68.41052
	0	129	35.510563
	0	130	71.867935
	0	131	63.788715
	0	132	24.207438
	0	133	88.52683
	0	134	86.683334
	0	135	16.03122
	0	136	27.730848
	0	137	42.48529
	0	138	40.1995
	0	139	48.507732
	0	140	52.0
	0	141	84.50444
	0	142	37.65634
	0	143	33.54102
	0	144	56.008926
	0	145	59.07622
	0	146	59.36329
	0	147	48.6621
	0	148	36.71512
	0	149	67.06713
	0	150	64.84597
	0	151	29.206163
	0	152	18.384777
	0	153	42.544094
	0	154	64.63745
	0	155	78.39005
	0	156	47.296936
	0	157	70.035706
	0	158	75.13322
	0	159	39.39543
	0	160	36.67424
	0	161	50.566788
	0	162	57.0
	0	163	85.8021
	0	164	13.152946
	0	165	11.401754
	0	166	42.638012
	0	167	63.560993
	0	168	66.27216
	0	169	13.038404
	0	170	81.02469
	0	171	60.207973
	0	172	25.553865
	0	173	33.24154
	0	174	18.248287
	0	175	59.07622
	0	176	29.614185
	0	177	91.26884
	0	178	26.400757
	0	179	22.36068
	0	180	73.68175
	0	181	30.083218
	0	182	17.0
	0	183	20.615528
	0	184	57.00877
	0	185	66.24198
	0	186	47.41308
	0	187	22.36068
	0	188	62.169125
	0	189	45.099888
	0	190	27.018513
	0	191	52.49762
	0	192	57.31492
	0	193	61.39218
	0	194	36.40055
	0	195	46.818798
	0	196	67.47592
	0	197	8.485281
	0	198	36.05551
	0	199	25.806976
	1	0	38.209946
	1	1	0.0
	1	2	75.66373
	1	3	20.808653
	1	4	60.016663
	1	5	74.726166
	1	6	49.0408
	1	7	36.796738
	1	8	27.45906
	1	9	52.3259
	1	10	41.109608
	1	11	95.189285
	1	12	81.27115
	1	13	69.354164
	1	14	100.28459
	1	15	33.83785
	1	16	81.78631
	1	17	72.33948
	1	18	40.496914
	1	19	70.71068
	1	20	91.92388
	1	21	69.375786
	1	22	87.66413
	1	23	63.03174
	1	24	65.60488
