data;

param n := 200;

param p := 67;

param alpha := 12.644432067871094;

param c := 
	0	0	0.0
	0	1	47.0
	0	2	58.0
	0	3	55.0
	0	4	80.0
	0	5	50.0
	0	6	13.0
	0	7	43.0
	0	8	47.0
	0	9	79.0
	0	10	48.0
	0	11	61.0
	0	12	36.0
	0	13	68.0
	0	14	58.0
	0	15	67.0
	0	16	53.0
	0	17	59.0
	0	18	69.0
	0	19	60.0
	0	20	61.0
	0	21	74.0
	0	22	60.0
	0	23	49.0
	0	24	43.0
	0	25	51.0
	0	26	25.0
	0	27	41.0
	0	28	45.0
	0	29	61.0
	0	30	55.0
	0	31	60.0
	0	32	94.0
	0	33	71.0
	0	34	72.0
	0	35	86.0
	0	36	68.0
	0	37	55.0
	0	38	56.0
	0	39	55.0
	0	40	55.0
	0	41	78.0
	0	42	43.0
	0	43	53.0
	0	44	51.0
	0	45	69.0
	0	46	44.0
	0	47	57.0
	0	48	64.0
	0	49	61.0
	0	50	45.0
	0	51	53.0
	0	52	57.0
	0	53	40.0
	0	54	4.0
	0	55	30.0
	0	56	49.0
	0	57	43.0
	0	58	63.0
	0	59	63.0
	0	60	50.0
	0	61	44.0
	0	62	74.0
	0	63	61.0
	0	64	85.0
	0	65	46.0
	0	66	80.0
	0	67	96.0
	0	68	60.0
	0	69	47.0
	0	70	47.0
	0	71	63.0
	0	72	75.0
	0	73	73.0
	0	74	66.0
	0	75	61.0
	0	76	48.0
	0	77	24.0
	0	78	47.0
	0	79	31.0
	0	80	68.0
	0	81	57.0
	0	82	59.0
	0	83	54.0
	0	84	60.0
	0	85	64.0
	0	86	75.0
	0	87	54.0
	0	88	8.0
	0	89	27.0
	0	90	10.0
	0	91	60.0
	0	92	76.0
	0	93	45.0
	0	94	37.0
	0	95	42.0
	0	96	86.0
	0	97	73.0
	0	98	80.0
	0	99	75.0
	0	100	63.0
	0	101	62.0
	0	102	58.0
	0	103	34.0
	0	104	49.0
	0	105	94.0
	0	106	75.0
	0	107	67.0
	0	108	34.0
	0	109	53.0
	0	110	65.0
	0	111	62.0
	0	112	51.0
	0	113	67.0
	0	114	76.0
	0	115	59.0
	0	116	57.0
	0	117	40.0
	0	118	58.0
	0	119	56.0
	0	120	34.0
	0	121	61.0
	0	122	84.0
	0	123	79.0
	0	124	73.0
	0	125	81.0
	0	126	32.0
	0	127	31.0
	0	128	59.0
	0	129	71.0
	0	130	73.0
	0	131	67.0
	0	132	68.0
	0	133	82.0
	0	134	105.0
	0	135	86.0
	0	136	84.0
	0	137	50.0
	0	138	56.0
	0	139	82.0
	0	140	52.0
	0	141	59.0
	0	142	43.0
	0	143	105.0
	0	144	113.0
	0	145	60.0
	0	146	66.0
	0	147	98.0
	0	148	64.0
	0	149	39.0
	0	150	58.0
	0	151	38.0
	0	152	6.0
	0	153	18.0
	0	154	55.0
	0	155	82.0
	0	156	57.0
	0	157	72.0
	0	158	87.0
	0	159	60.0
	0	160	71.0
	0	161	54.0
	0	162	44.0
	0	163	58.0
	0	164	63.0
	0	165	76.0
	0	166	55.0
	0	167	77.0
	0	168	44.0
	0	169	19.0
	0	170	43.0
	0	171	45.0
	0	172	45.0
	0	173	57.0
	0	174	53.0
	0	175	101.0
	0	176	49.0
	0	177	43.0
	0	178	28.0
	0	179	62.0
	0	180	33.0
	0	181	42.0
	0	182	112.0
	0	183	76.0
	0	184	53.0
	0	185	48.0
	0	186	40.0
	0	187	58.0
	0	188	52.0
	0	189	72.0
	0	190	35.0
	0	191	85.0
	0	192	82.0
	0	193	58.0
	0	194	54.0
	0	195	71.0
	0	196	63.0
	0	197	81.0
	0	198	56.0
	0	199	21.0
	1	0	47.0
	1	1	0.0
	1	2	48.0
