data;

param n := 100;

param p := 5;

param alpha := 28.530344009399414;

param c := 
	0	0	0.0
	0	1	30.0
	0	2	76.0
	0	3	77.0
	0	4	105.0
	0	5	136.0
	0	6	113.0
	0	7	119.0
	0	8	105.0
	0	9	162.0
	0	10	103.0
	0	11	113.0
	0	12	110.0
	0	13	151.0
	0	14	150.0
	0	15	190.0
	0	16	191.0
	0	17	147.0
	0	18	122.0
	0	19	133.0
	0	20	119.0
	0	21	138.0
	0	22	115.0
	0	23	60.0
	0	24	58.0
	0	25	26.0
	0	26	103.0
	0	27	35.0
	0	28	6.0
	0	29	65.0
	0	30	141.0
	0	31	52.0
	0	32	102.0
	0	33	142.0
	0	34	120.0
	0	35	159.0
	0	36	99.0
	0	37	120.0
	0	38	178.0
	0	39	215.0
	0	40	152.0
	0	41	107.0
	0	42	153.0
	0	43	169.0
	0	44	124.0
	0	45	184.0
	0	46	199.0
	0	47	161.0
	0	48	141.0
	0	49	119.0
	0	50	143.0
	0	51	127.0
	0	52	185.0
	0	53	171.0
	0	54	78.0
	0	55	115.0
	0	56	102.0
	0	57	131.0
	0	58	123.0
	0	59	125.0
	0	60	157.0
	0	61	168.0
	0	62	219.0
	0	63	182.0
	0	64	163.0
	0	65	202.0
	0	66	191.0
	0	67	105.0
	0	68	177.0
	0	69	139.0
	0	70	128.0
	0	71	126.0
	0	72	118.0
	0	73	214.0
	0	74	174.0
	0	75	192.0
	0	76	231.0
	0	77	141.0
	0	78	133.0
	0	79	166.0
	0	80	85.0
	0	81	143.0
	0	82	156.0
	0	83	191.0
	0	84	132.0
	0	85	160.0
	0	86	134.0
	0	87	110.0
	0	88	173.0
	0	89	127.0
	0	90	141.0
	0	91	192.0
	0	92	168.0
	0	93	102.0
	0	94	31.0
	0	95	82.0
	0	96	157.0
	0	97	108.0
	0	98	77.0
	0	99	88.0
	1	0	30.0
	1	1	0.0
	1	2	46.0
	1	3	47.0
	1	4	75.0
	1	5	106.0
	1	6	83.0
	1	7	122.0
	1	8	123.0
	1	9	192.0
	1	10	133.0
	1	11	143.0
	1	12	140.0
	1	13	122.0
	1	14	121.0
	1	15	199.0
	1	16	185.0
	1	17	177.0
	1	18	92.0
	1	19	122.0
	1	20	136.0
	1	21	140.0
	1	22	145.0
	1	23	90.0
	1	24	88.0
	1	25	56.0
	1	26	74.0
	1	27	65.0
	1	28	36.0
