400,5,1
26,1
62,58,0,0,1
91,98,0,0,1
13,2,0,0,1
75,43,0,0,1
24,60,0,0,1
96,25,0,0,1
69,19,0,0,1
12,84,0,0,1
32,43,0,0,1
47,19,0,0,1
97,74,0,0,1
91,45,0,0,1
28,0,0,0,1
44,82,0,0,1
40,53,0,0,1
12,96,0,0,1
76,50,0,0,1
88,19,0,0,1
12,51,0,0,1
21,74,0,0,1
44,86,0,0,1
86,39,0,0,1
57,96,0,0,1
80,86,0,0,1
93,95,0,0,1
19,77,0,0,1
14,88,0,0,1
73,25,0,0,1
86,88,0,0,1
26,16,0,0,1
47,25,0,0,1
17,14,0,0,1
13,81,0,0,1
46,38,0,0,1
47,83,0,0,1
89,28,0,0,1
38,51,0,0,1
80,67,0,0,1
94,9,0,0,1
7,10,0,0,1
78,58,0,0,1
15,84,0,0,1
27,21,0,0,1
25,99,0,0,1
65,51,0,0,1
96,82,0,0,1
61,86,0,0,1
15,71,0,0,1
39,60,0,0,1
45,80,0,0,1
99,73,0,0,1
78,98,0,0,1
93,22,0,0,1
94,62,0,0,1
50,73,0,0,1
89,62,0,0,1
88,78,0,0,1
74,85,0,0,1
10,87,0,0,1
92,27,0,0,1
50,86,0,0,1
54,96,0,0,1
34,11,0,0,1
34,3,0,0,1
23,34,0,0,1
10,39,0,0,1
89,12,0,0,1
73,44,0,0,1
48,51,0,0,1
96,19,0,0,1
89,55,0,0,1
95,9,0,0,1
40,71,0,0,1
34,17,0,0,1
12,73,0,0,1
92,71,0,0,1
77,71,0,0,1
1,66,0,0,1
60,14,0,0,1
48,29,0,0,1
23,14,0,0,1
52,16,0,0,1
93,49,0,0,1
77,71,0,0,1
58,29,0,0,1
6,53,0,0,1
83,78,0,0,1
42,85,0,0,1
5,85,0,0,1
32,8,0,0,1
34,58,0,0,1
9,96,0,0,1
45,10,0,0,1
65,73,0,0,1
35,73,0,0,1
99,96,0,0,1
68,67,0,0,1
48,39,0,0,1
4,13,0,0,1
5,1,0,0,1
38,66,0,0,1
88,57,0,0,1
27,41,0,0,1
59,87,0,0,1
44,15,0,0,1
20,18,0,0,1
91,35,0,0,1
29,96,0,0,1
49,52,0,0,1
30,44,0,0,1
61,87,0,0,1
7,24,0,0,1
1,28,0,0,1
62,95,0,0,1
1,50,0,0,1
83,96,0,0,1
24,87,0,0,1
2,72,0,0,1
60,89,0,0,1
87,51,0,0,1
56,33,0,0,1
54,68,0,0,1
35,60,0,0,1
79,96,0,0,1
92,26,0,0,1
49,11,0,0,1
80,75,0,0,1
1,49,0,0,1
39,12,0,0,1
18,3,0,0,1
13,2,0,0,1
94,14,0,0,1
51,83,0,0,1
7,79,0,0,1
63,22,0,0,1
62,60,0,0,1
25,11,0,0,1
2,6,0,0,1
20,14,0,0,1
67,31,0,0,1
26,21,0,0,1
0,72,0,0,1
64,40,0,0,1
84,1,0,0,1
51,68,0,0,1
66,18,0,0,1
70,32,0,0,1
23,21,0,0,1
48,1,0,0,1
46,21,0,0,1
89,43,0,0,1
89,30,0,0,1
95,49,0,0,1
93,42,0,0,1
51,56,0,0,1
17,33,0,0,1
62,59,0,0,1
37,4,0,0,1
59,5,0,0,1
31,3,0,0,1
52,54,0,0,1
8,56,0,0,1
23,70,0,0,1
18,76,0,0,1
84,48,0,0,1
79,72,0,0,1
64,45,0,0,1
87,88,0,0,1
57,24,0,0,1
53,83,0,0,1
68,38,0,0,1
50,30,0,0,1
4,98,0,0,1
21,72,0,0,1
18,50,0,0,1
29,22,0,0,1
25,98,0,0,1
20,85,0,0,1
74,58,0,0,1
94,84,0,0,1
91,35,0,0,1
31,72,0,0,1
90,6,0,0,1
77,99,0,0,1
57,62,0,0,1
79,70,0,0,1
58,78,0,0,1
95,40,0,0,1
57,58,0,0,1
97,53,0,0,1
24,53,0,0,1
5,1,0,0,1
41,7,0,0,1
22,28,0,0,1
42,24,0,0,1
96,30,0,0,1
62,53,0,0,1
0,83,0,0,1
16,92,0,0,1
67,31,0,0,1
31,83,0,0,1
91,65,0,0,1
8,56,0,0,1
18,0,0,0,1
40,23,0,0,1
67,75,0,0,1
12,12,0,0,1
75,62,0,0,1
72,57,0,0,1
53,72,0,0,1
15,59,0,0,1
43,9,0,0,1
93,66,0,0,1
65,66,0,0,1
1,30,0,0,1
9,42,0,0,1
60,23,0,0,1
81,81,0,0,1
73,59,0,0,1
96,78,0,0,1
18,23,0,0,1
52,56,0,0,1
90,18,0,0,1
80,56,0,0,1
44,65,0,0,1
1,57,0,0,1
25,51,0,0,1
69,60,0,0,1
24,1,0,0,1
56,87,0,0,1
52,73,0,0,1
99,81,0,0,1
85,72,0,0,1
61,25,0,0,1
76,78,0,0,1
94,56,0,0,1
25,1,0,0,1
80,75,0,0,1
11,84,0,0,1
68,50,0,0,1
67,93,0,0,1
65,33,0,0,1
16,43,0,0,1
68,17,0,0,1
26,88,0,0,1
14,69,0,0,1
6,24,0,0,1
38,84,0,0,1
67,57,0,0,1
41,21,0,0,1
7,34,0,0,1
37,36,0,0,1
39,88,0,0,1
80,9,0,0,1
54,24,0,0,1
29,98,0,0,1
60,79,0,0,1
0,97,0,0,1
29,67,0,0,1
70,87,0,0,1
3,2,0,0,1
1,84,0,0,1
33,78,0,0,1
90,45,0,0,1
10,51,0,0,1
15,53,0,0,1
78,36,0,0,1
3,48,0,0,1
95,35,0,0,1
85,59,0,0,1
8,21,0,0,1
33,90,0,0,1
57,59,0,0,1
78,44,0,0,1
37,93,0,0,1
14,25,0,0,1
30,54,0,0,1
78,57,0,0,1
24,67,0,0,1
7,18,0,0,1
23,9,0,0,1
97,3,0,0,1
1,49,0,0,1
32,43,0,0,1
44,39,0,0,1
75,28,0,0,1
3,22,0,0,1
63,4,0,0,1
68,2,0,0,1
33,85,0,0,1
52,29,0,0,1
79,27,0,0,1
56,88,0,0,1
72,46,0,0,1
44,24,0,0,1
46,30,0,0,1
2,38,0,0,1
40,83,0,0,1
63,78,0,0,1
41,3,0,0,1
31,94,0,0,1
59,1,0,0,1
95,86,0,0,1
30,44,0,0,1
69,13,0,0,1
99,47,0,0,1
51,97,0,0,1
7,2,0,0,1
76,24,0,0,1
67,24,0,0,1
76,85,0,0,1
13,76,0,0,1
81,81,0,0,1
75,44,0,0,1
