data;

param n := 150;

param p := 20;

param m := 4;

param alpha := 10.668858528137207;

param r := 
	0	2
	1	2
	2	3
	3	2
	4	2
	5	2
	6	3
	7	2
	8	1
	9	0
	10	2
	11	3
	12	2
	13	2
	14	1
	15	0
	16	2
	17	0
	18	2
	19	3
	20	3
	21	3
	22	1
	23	2
	24	2
	25	1
	26	3
	27	3
	28	3
	29	1
	30	1
	31	1
	32	1
	33	2
	34	0
	35	3
	36	1
	37	0
	38	2
	39	0
	40	0
	41	2
	42	0
	43	0
	44	3
	45	3
	46	0
	47	3
	48	1
	49	1
	50	2
	51	1
	52	2
	53	2
	54	1
	55	2
	56	0
	57	1
	58	1
	59	3
	60	1
	61	0
	62	1
	63	3
	64	0
	65	0
	66	3
	67	3
	68	3
	69	1
	70	3
	71	2
	72	1
	73	3
	74	2
	75	3
	76	3
	77	0
	78	0
	79	2
	80	3
	81	1
	82	1
	83	3
	84	0
	85	2
	86	1
	87	1
	88	0
	89	2
	90	1
	91	2
	92	0
	93	3
	94	2
	95	3
	96	1
	97	3
	98	2
	99	3
	100	1
	101	0
	102	2
	103	0
	104	2
	105	2
	106	3
	107	2
	108	3
	109	3
	110	0
	111	2
	112	0
	113	0
	114	1
	115	2
	116	2
	117	3
	118	3
	119	0
	120	2
	121	2
	122	0
	123	3
	124	1
	125	3
	126	2
	127	1
	128	1
	129	2
	130	1
	131	0
	132	1
	133	0
	134	2
	135	2
	136	3
	137	0
	138	3
	139	3
	140	2
	141	0
	142	2
	143	0
	144	2
	145	2
	146	2
	147	3
	148	2
	149	3
;

param d := 
	0	3
	1	3
	2	3
	3	3
	4	2
	5	3
	6	3
	7	3
	8	3
	9	2
	10	3
	11	3
	12	3
	13	3
	14	1
	15	1
	16	3
	17	2
	18	2
	19	3
	20	3
	21	3
	22	2
	23	2
	24	2
	25	2
	26	3
	27	3
	28	3
	29	1
	30	1
	31	1
	32	1
	33	2
	34	0
	35	3
	36	2
	37	1
	38	3
	39	0
	40	3
	41	2
	42	3
	43	2
	44	3
	45	3
	46	0
	47	3
	48	1
	49	1
	50	3
	51	2
	52	2
	53	2
	54	2
	55	2
	56	1
	57	1
	58	2
	59	3
	60	2
	61	1
	62	2
	63	3
	64	0
	65	3
	66	3
	67	3
	68	3
	69	3
	70	3
	71	3
	72	2
	73	3
	74	2
	75	3
	76	3
	77	2
	78	0
	79	2
	80	3
	81	2
	82	3
	83	3
	84	1
	85	2
	86	2
	87	2
	88	0
	89	2
	90	1
	91	3
	92	1
	93	3
	94	3
	95	3
	96	2
	97	3
	98	3
	99	3
	100	1
	101	0
	102	3
	103	2
	104	3
	105	3
	106	3
	107	3
	108	3
	109	3
	110	0
	111	2
	112	3
	113	3
	114	3
	115	3
	116	2
	117	3
	118	3
	119	3
	120	3
	121	3
	122	2
	123	3
	124	3
	125	3
	126	3
	127	2
	128	1
	129	2
	130	3
	131	3
	132	2
	133	0
	134	2
	135	2
	136	3
	137	1
	138	3
	139	3
	140	3
	141	1
	142	2
	143	3
	144	3
	145	2
	146	3
	147	3
	148	3
	149	3
;

param c := 
	0	0	0.0
	0	1	43.416588
	0	2	55.605755
	0	3	23.769728
	0	4	43.829212
	0	5	34.20526
	0	6	56.0803
	0	7	57.48913
	0	8	41.0
	0	9	32.01562
	0	10	22.847319
	0	11	25.495098
	0	12	62.177166
	0	13	39.319206
	0	14	73.593475
	0	15	44.407207
	0	16	18.867962
	0	17	44.27189
	0	18	31.827662
	0	19	48.104053
	0	20	42.579338
	0	21	58.00862
	0	22	44.28318
	0	23	15.231546
	0	24	36.345562
	0	25	2.236068
	0	26	33.01515
	0	27	29.832869
	0	28	49.648766
	0	29	43.382023
	0	30	55.443665
	0	31	40.804413
	0	32	4.1231055
	0	33	24.083189
	0	34	48.9183
	0	35	52.95281
	0	36	1.4142135
	0	37	68.60029
	0	38	27.313
	0	39	54.08327
	0	40	74.24958
	0	41	74.24958
	0	42	38.0
	0	43	22.825424
	0	44	47.707443
	0	45	54.589375
	0	46	60.60528
	0	47	45.54119
	0	48	65.43699
	0	49	36.67424
	0	50	16.643316
	0	51	49.648766
	0	52	21.84033
	0	53	56.63921
	0	54	61.522354
	0	55	15.264338
	0	56	49.09175
	0	57	56.82429
	0	58	38.078865
	0	59	49.729267
	0	60	38.013157
	0	61	23.323807
	0	62	37.336308
